duracion,station_A_id,station_A_name,station_B_id,station_B_name,id_cicla,edad,usuario_tipo,año_nacimiento,genero
9 minutes,22,Howard St at Beale St,64,5th St at Brannan St,3279,56,1,1991,Male
17 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,5313,36,3,1978,Female
17 minutes,30,San Francisco Caltrain (Townsend St at 4th St),10,Washington St at Kearny St,3312,63,2,1969,Female
30 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),41,Golden Gate Ave at Polk St,5380,54,2,1968,Male
5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),25,Howard St at 2nd St,1535,41,2,1986,Male
9 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5234,24,2,1996,Female
4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),9,Broadway at Battery St,4979,62,3,1976,Male
47 minutes,21,Montgomery St BART Station (Market St at 2nd St),34,Father Alfred E Boeddeker Park,5369,32,1,1976,Male
16 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),383,Golden Gate Ave at Franklin St,2409,65,1,1980,Male
3 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,5444,54,3,1981,Male
6 minutes,16,Steuart St at Market St,28,The Embarcadero at Bryant St,2778,54,2,1980,Female
6 minutes,16,Steuart St at Market St,28,The Embarcadero at Bryant St,236,56,2,1984,Female
14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),22,Howard St at Beale St,1515,55,3,1973,Male
12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),101,15th St at Potrero Ave,507,52,2,1987,Female
5 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,4725,36,2,1968,Female
4 minutes,3,Powell St BART Station (Market St at 4th St),64,5th St at Brannan St,4571,39,3,1973,Male
14 minutes,22,Howard St at Beale St,101,15th St at Potrero Ave,1035,34,2,1977,Male
6 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,5518,56,3,1988,Female
2 minutes,22,Howard St at Beale St,363,Salesforce Transit Center (Natoma St at 2nd St),4384,49,3,1982,Male
6 minutes,21,Montgomery St BART Station (Market St at 2nd St),66,3rd St at Townsend St,5477,62,3,1991,Male
10 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,4947,50,3,1989,Male
14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),9,Broadway at Battery St,4458,24,1,1988,Male
8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),4736,37,2,1967,Male
6 minutes,21,Montgomery St BART Station (Market St at 2nd St),66,3rd St at Townsend St,5001,64,2,1990,Male
2 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),8,The Embarcadero at Vallejo St,5567,62,3,1983,Female
9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),23,The Embarcadero at Steuart St,700,25,1,1986,Male
4 minutes,21,Montgomery St BART Station (Market St at 2nd St),49,S Park St at 3rd St,4963,64,2,1979,Male
12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),22,Howard St at Beale St,3129,28,2,1995,Male
10 minutes,21,Montgomery St BART Station (Market St at 2nd St),81,Berry St at 4th St,5407,24,2,1986,Male
10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),4745,24,3,1970,Male
11 minutes,81,Berry St at 4th St,20,Mechanics Monument Plaza (Market St at Bush St),4610,52,2,1988,Male
6 minutes,81,Berry St at 4th St,37,2nd St at Folsom St,4734,60,3,1991,Male
7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),349,Howard St at Mary St,1869,62,1,1979,Male
9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),1564,57,1,1985,Male
10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,2317,40,3,1986,Male
7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,3345,18,1,1989,Male
11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),20,Mechanics Monument Plaza (Market St at Bush St),5472,60,3,1975,Male
4 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,193,62,2,1983,Male
5 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,400,35,2,1974,Male
8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),19,Post St at Kearny St,2206,39,1,1972,Male
6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,2740,46,3,1967,Male
10 minutes,81,Berry St at 4th St,22,Howard St at Beale St,4384,51,2,1989,Female
7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),321,5th St at Folsom,148,31,2,1986,Female
12 minutes,22,Howard St at Beale St,59,S Van Ness Ave at Market St,5173,31,2,1979,Female
12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),93,4th St at Mission Bay Blvd S,1907,38,2,1975,Male
10 minutes,22,Howard St at Beale St,88,11th St at Bryant St,5261,32,2,1983,Male
5 minutes,22,Howard St at Beale St,49,S Park St at 3rd St,2947,46,2,1988,Male
8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),102,Irwin St at 8th St,1113,60,3,1963,Female
8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,2502,49,2,1974,Male
5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),89,Division St at Potrero Ave,3171,57,2,1984,Male
9 minutes,81,Berry St at 4th St,21,Montgomery St BART Station (Market St at 2nd St),5502,47,3,1983,Female
9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),4979,59,1,1983,Male
7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),26,1st St at Folsom St,5296,21,2,1984,Female
10 minutes,3,Powell St BART Station (Market St at 4th St),59,S Van Ness Ave at Market St,2246,32,3,1985,Male
8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),22,Howard St at Beale St,4961,37,2,1965,Male
6 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,4369,50,1,1970,Male
11 minutes,21,Montgomery St BART Station (Market St at 2nd St),81,Berry St at 4th St,5506,52,2,1991,Male
6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),88,11th St at Bryant St,4981,54,2,1989,Female
6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),23,The Embarcadero at Steuart St,5526,50,2,1981,Male
7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),363,Salesforce Transit Center (Natoma St at 2nd St),5228,53,2,1986,Male
9 minutes,22,Howard St at Beale St,90,Townsend St at 7th St,4778,64,2,1991,Female
9 minutes,3,Powell St BART Station (Market St at 4th St),93,4th St at Mission Bay Blvd S,5373,19,1,1980,Male
6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),4963,18,3,1992,Male
7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,1154,20,3,1977,Male
4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),104,4th St at 16th St,4377,52,3,1989,Female
3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),23,The Embarcadero at Steuart St,3531,40,2,1968,Male
11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,1697,30,2,1971,Female
5 minutes,22,Howard St at Beale St,9,Broadway at Battery St,4356,58,2,1983,Male
4 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,3462,53,2,1978,Male
1 minutes,21,Montgomery St BART Station (Market St at 2nd St),363,Salesforce Transit Center (Natoma St at 2nd St),4937,65,1,1981,Male
10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),78,Folsom St at 9th St,4928,61,2,1988,Female
4 minutes,3,Powell St BART Station (Market St at 4th St),17,Embarcadero BART Station (Beale St at Market St),2451,48,2,1964,Male
6 minutes,16,Steuart St at Market St,343,Bryant St at 2nd St,4814,53,2,1972,Male
2 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,277,51,2,1987,Male
10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),9,Broadway at Battery St,5230,21,1,1995,Male
6 minutes,81,Berry St at 4th St,126,Esprit Park,5468,41,2,1980,Male
6 minutes,81,Berry St at 4th St,126,Esprit Park,5329,49,1,1979,Female
17 minutes,21,Montgomery St BART Station (Market St at 2nd St),52,McAllister St at Baker St,4718,42,3,1993,Female
3 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,3562,47,3,1981,Female
3 minutes,81,Berry St at 4th St,104,4th St at 16th St,5436,50,1,1995,Female
3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),8,The Embarcadero at Vallejo St,2032,40,2,1958,Male
5 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,5556,18,3,1988,Male
6 minutes,3,Powell St BART Station (Market St at 4th St),81,Berry St at 4th St,4384,29,2,1981,Male
7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),36,Folsom St at 3rd St,4797,47,2,1962,Male
12 minutes,81,Berry St at 4th St,8,The Embarcadero at Vallejo St,3651,25,2,1969,Male
11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),19,Post St at Kearny St,3048,23,3,1986,Female
13 minutes,81,Berry St at 4th St,9,Broadway at Battery St,5462,24,3,1990,Male
4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),21,Montgomery St BART Station (Market St at 2nd St),5407,44,2,1972,Male
5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),363,Salesforce Transit Center (Natoma St at 2nd St),2185,45,2,1979,Male
11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),41,Golden Gate Ave at Polk St,4725,19,2,1984,Male
10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),11,Davis St at Jackson St,5110,44,1,1983,Male
14 minutes,16,Steuart St at Market St,126,Esprit Park,5302,32,3,1986,Male
9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,5150,65,1,1965,Male
10 minutes,16,Steuart St at Market St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3263,28,1,1960,Male
10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),22,Howard St at Beale St,5173,47,2,1986,Male
4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,4911,63,1,1985,Male
12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),23,The Embarcadero at Steuart St,358,34,2,1984,Female
7 minutes,16,Steuart St at Market St,81,Berry St at 4th St,5234,45,3,1990,Male
11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,5494,25,2,1992,Male
7 minutes,22,Howard St at Beale St,37,2nd St at Folsom St,1358,61,3,1987,Male
7 minutes,3,Powell St BART Station (Market St at 4th St),49,S Park St at 3rd St,2954,46,3,1962,Male
5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),349,Howard St at Mary St,5145,64,1,1985,Male
10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),22,Howard St at Beale St,4778,58,2,1988,Male
7 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,4712,63,3,1971,Male
9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),77,11th St at Natoma St,5442,63,2,1988,Female
6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),343,Bryant St at 2nd St,4739,25,3,1990,Female
4 minutes,5,Powell St BART Station (Market St at 5th St),63,Bryant St at 6th St,4952,29,3,1983,Male
8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),23,The Embarcadero at Steuart St,5490,16,2,1990,Female
8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),16,Steuart St at Market St,4814,23,2,1984,Male
11 minutes,81,Berry St at 4th St,24,Spear St at Folsom St,1910,34,1,1991,Male
7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),78,Folsom St at 9th St,5532,45,1,1988,Male
6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),89,Division St at Potrero Ave,4805,24,1,1986,Male
7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),25,Howard St at 2nd St,5558,42,1,1985,Male
11 minutes,81,Berry St at 4th St,6,The Embarcadero at Sansome St,4947,23,2,1988,Male
4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),104,4th St at 16th St,5312,23,1,1983,Male
4 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,5005,31,1,1980,Male
25 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),122,19th St at Mission St,5152,43,1,1978,Male
3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,4714,62,3,1983,Male
13 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),60,8th St at Ringold St,4633,23,3,1980,Male
6 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,4749,50,2,1969,Female
9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),42,San Francisco City Hall (Polk St at Grove St),4937,44,1,1984,Female
5 minutes,22,Howard St at Beale St,349,Howard St at Mary St,5337,39,3,1991,Female
5 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,2614,55,2,1978,Male
7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),5013,55,3,1987,Male
13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),9,Broadway at Battery St,5441,44,3,1988,Male
18 minutes,22,Howard St at Beale St,102,Irwin St at 8th St,3708,30,3,1961,Female
10 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,1836,56,1,1970,Male
9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),4600,61,2,1982,Male
12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),22,Howard St at Beale St,1358,64,3,1967,Male
11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),14,Clay St at Battery St,3253,59,2,1959,Male
8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),37,2nd St at Folsom St,4960,64,1,1986,Male
10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5150,62,3,1977,Male
8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),20,Mechanics Monument Plaza (Market St at Bush St),5137,22,3,1985,Male
7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),24,Spear St at Folsom St,5191,34,1,1966,Male
6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),88,11th St at Bryant St,4938,24,3,1989,Male
5 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,5517,60,3,1993,Female
7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),27,Beale St at Harrison St,5047,40,3,1966,Male
8 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4633,48,2,1987,Male
4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,239,24,3,1983,Male
5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),102,Irwin St at 8th St,2852,53,3,1980,Male
4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,4937,33,2,1996,Female
13 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,2474,51,1,1996,Female
6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),321,5th St at Folsom,5526,18,3,1992,Female
4 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,4911,63,2,1993,Male
13 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),90,Townsend St at 7th St,5352,63,3,1984,Female
15 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),63,Bryant St at 6th St,4964,27,1,1962,Female
9 minutes,22,Howard St at Beale St,60,8th St at Ringold St,4649,52,2,1982,Male
11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,4633,57,1,1972,Male
8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,5495,17,2,1969,Female
6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),13,Commercial St at Montgomery St,2790,25,2,1962,Male
12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),104,4th St at 16th St,5200,49,1,1990,Female
5 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,5354,17,2,1989,Male
12 minutes,16,Steuart St at Market St,126,Esprit Park,3319,26,2,1982,Male
4 minutes,16,Steuart St at Market St,28,The Embarcadero at Bryant St,5545,51,2,1956,Male
7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,5454,63,2,1953,Male
8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),14,Clay St at Battery St,4606,51,1,1965,Male
15 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),93,4th St at Mission Bay Blvd S,135,41,1,1962,Female
12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),22,Howard St at Beale St,3708,18,2,1988,Male
11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),97,14th St at Mission St,3664,53,3,1981,Male
5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),350,8th St at Brannan St,5267,50,2,1990,Male
10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),20,Mechanics Monument Plaza (Market St at Bush St),2550,54,1,1976,Male
9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),2185,17,3,1988,Male
3 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,5506,21,3,1991,Other
9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),23,The Embarcadero at Steuart St,1423,59,2,1983,Male
5 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,5020,65,2,1992,Female
13 minutes,16,Steuart St at Market St,104,4th St at 16th St,4651,32,2,1980,Female
8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),1649,33,2,1973,Male
2 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),50,2nd St at Townsend St,148,31,1,1985,Male
8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5495,29,2,1985,Male
6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),350,8th St at Brannan St,3397,58,3,1995,Female
5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),88,11th St at Bryant St,4818,24,2,1984,Female
4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),350,8th St at Brannan St,2807,38,2,1981,Male
9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),22,Howard St at Beale St,5337,47,2,1988,Male
11 minutes,22,Howard St at Beale St,102,Irwin St at 8th St,5011,46,3,1990,Male
8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),350,8th St at Brannan St,2576,43,2,1981,Female
7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),23,The Embarcadero at Steuart St,4961,64,2,1966,Male
8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),22,Howard St at Beale St,2947,42,2,1978,Male
8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5540,48,3,1985,Male
7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),25,Howard St at 2nd St,5056,44,2,1987,Male
7 minutes,21,Montgomery St BART Station (Market St at 2nd St),26,1st St at Folsom St,1852,34,1,1980,Female
6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),16,Steuart St at Market St,5020,58,1,1995,Male
9 minutes,22,Howard St at Beale St,63,Bryant St at 6th St,5529,50,2,1964,Male
4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),349,Howard St at Mary St,5386,64,2,1982,Male
3 minutes,22,Howard St at Beale St,13,Commercial St at Montgomery St,4974,24,2,1981,Female
7 minutes,22,Howard St at Beale St,8,The Embarcadero at Vallejo St,4450,43,3,1974,Female
11 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5200,55,2,1964,Male
5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,709,31,2,1963,Female
4 minutes,81,Berry St at 4th St,64,5th St at Brannan St,4606,21,1,1987,Male
11 minutes,81,Berry St at 4th St,8,The Embarcadero at Vallejo St,5122,23,2,1992,Female
10 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),135,22,2,1988,Male
12 minutes,81,Berry St at 4th St,77,11th St at Natoma St,5427,46,2,1984,Male
4 minutes,22,Howard St at Beale St,349,Howard St at Mary St,5502,38,1,1987,Male
4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,4947,54,3,1961,Female
3 minutes,5,Powell St BART Station (Market St at 5th St),19,Post St at Kearny St,3067,54,1,1981,Male
17 minutes,16,Steuart St at Market St,104,4th St at 16th St,1044,42,2,1970,Female
14 minutes,22,Howard St at Beale St,90,Townsend St at 7th St,5243,60,1,1988,Male
2 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),8,The Embarcadero at Vallejo St,5577,45,3,1972,Female
2 minutes,21,Montgomery St BART Station (Market St at 2nd St),25,Howard St at 2nd St,4951,23,1,1982,Male
6 minutes,5,Powell St BART Station (Market St at 5th St),350,8th St at Brannan St,4894,30,3,1983,Male
3 minutes,81,Berry St at 4th St,104,4th St at 16th St,4629,48,1,1990,Female
11 minutes,5,Powell St BART Station (Market St at 5th St),66,3rd St at Townsend St,138,63,2,1975,Male
9 minutes,22,Howard St at Beale St,126,Esprit Park,5245,29,1,1967,Male
21 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),130,22nd St Caltrain Station,5540,27,1,1960,Male
8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,2947,31,3,1960,Male
5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),37,2nd St at Folsom St,4796,36,2,1968,Male
6 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,5386,61,1,1988,Male
8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),16,Steuart St at Market St,1582,47,2,1967,Male
11 minutes,22,Howard St at Beale St,116,Mississippi St at 17th St,4984,24,2,1990,Male
8 minutes,3,Powell St BART Station (Market St at 4th St),365,Turk St at Fillmore St,5329,65,2,1968,Female
13 minutes,22,Howard St at Beale St,90,Townsend St at 7th St,4960,16,1,1955,Male
9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),23,The Embarcadero at Steuart St,3611,36,1,1990,Female
9 minutes,16,Steuart St at Market St,93,4th St at Mission Bay Blvd S,4832,50,2,1992,Male
12 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,5233,33,1,1975,Male
8 minutes,5,Powell St BART Station (Market St at 5th St),93,4th St at Mission Bay Blvd S,3494,65,1,1983,Male
3 minutes,5,Powell St BART Station (Market St at 5th St),19,Post St at Kearny St,4735,16,2,1993,Male
39 minutes,3,Powell St BART Station (Market St at 4th St),368,Myrtle St at Polk St,4894,37,2,1986,Male
9 minutes,5,Powell St BART Station (Market St at 5th St),323,Broadway at Kearny,4743,41,1,1982,Male
4 minutes,16,Steuart St at Market St,10,Washington St at Kearny St,4609,47,2,1982,Female
23 minutes,3,Powell St BART Station (Market St at 4th St),3,Powell St BART Station (Market St at 4th St),277,55,2,1986,Male
14 minutes,5,Powell St BART Station (Market St at 5th St),5,Powell St BART Station (Market St at 5th St),4743,45,2,1988,Male
14 minutes,81,Berry St at 4th St,323,Broadway at Kearny,6235,28,3,1959,Male
41 minutes,5,Powell St BART Station (Market St at 5th St),5,Powell St BART Station (Market St at 5th St),4743,17,1,1988,Male
5 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,2119,55,3,1986,Male
4 minutes,5,Powell St BART Station (Market St at 5th St),61,Howard St at 8th St,184,40,1,1987,Male
10 minutes,3,Powell St BART Station (Market St at 4th St),6,The Embarcadero at Sansome St,5328,54,2,1990,Male
5 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,4965,58,2,2000,Female
6 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,3646,50,2,1983,Male
2 minutes,5,Powell St BART Station (Market St at 5th St),3,Powell St BART Station (Market St at 4th St),277,51,1,1990,Male
9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),58,Market St at 10th St,4975,37,2,1993,Male
7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),61,Howard St at 8th St,4818,51,3,1991,Male
4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),350,8th St at Brannan St,2319,64,2,1989,Male
14 minutes,16,Steuart St at Market St,39,Scott St at Golden Gate Ave,4635,65,2,1984,Female
7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),27,Beale St at Harrison St,5575,22,1,1992,Male
17 minutes,16,Steuart St at Market St,77,11th St at Natoma St,5213,49,2,1987,Male
11 minutes,5,Powell St BART Station (Market St at 5th St),53,Grove St at Divisadero,5369,27,3,1975,Male
21 minutes,22,Howard St at Beale St,133,Valencia St at 22nd St,5264,64,1,1983,Male
2 minutes,5,Powell St BART Station (Market St at 5th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),1815,50,2,2000,Female
13 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,4743,62,3,1988,Male
14 minutes,21,Montgomery St BART Station (Market St at 2nd St),109,17th St at Valencia St,179,26,2,1993,Male
20 minutes,21,Montgomery St BART Station (Market St at 2nd St),127,Valencia St at 21st St,5035,17,1,1989,Male
9 minutes,22,Howard St at Beale St,321,5th St at Folsom,5487,30,3,1984,Female
8 minutes,16,Steuart St at Market St,324,Union Square (Powell St at Post St),5422,28,2,1990,Other
6 minutes,21,Montgomery St BART Station (Market St at 2nd St),6,The Embarcadero at Sansome St,5408,52,2,1964,Male
7 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,5477,40,3,1969,Male
11 minutes,21,Montgomery St BART Station (Market St at 2nd St),79,7th St at Brannan St,5166,48,1,1993,Male
13 minutes,5,Powell St BART Station (Market St at 5th St),133,Valencia St at 22nd St,789,48,3,1994,Female
18 minutes,21,Montgomery St BART Station (Market St at 2nd St),121,Mission Playground,1443,64,2,1986,Male
5 minutes,5,Powell St BART Station (Market St at 5th St),321,5th St at Folsom,1099,34,2,2000,Male
8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),93,4th St at Mission Bay Blvd S,1161,34,2,1994,Male
5 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,5521,29,2,2000,Female
6 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,4979,62,1,2000,Male
5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),37,2nd St at Folsom St,5463,62,1,1994,Male
91 minutes,21,Montgomery St BART Station (Market St at 2nd St),323,Broadway at Kearny,2127,28,2,1961,Male
